SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10)
CN(C)CC[C@H](CSc1ccccc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)Nc3ccc(cc3)N4CCN(CC4)c5cccc(c5)c6c(C(=O)O)c(C)n(C7CC7)c6c8ccc(Cl)cc8,timbal,10.37712,4,4,18,8,934.585,8.11350927482752
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,timbal,2.9505,5,3,14,2,440.606,8.30102999566398
Cc1ccnc(NCCCCCCC(=O)NC(CC(=O)O)c2cccc(c2)[N+](=O)[O-])c1,timbal,3.99282,4,3,13,2,428.489,5.79588001734408
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccc(C)cc2)c3ccc(Cl)c(c3)C(F)(F)F,timbal,4.62632,4,3,5,3,453.844,5.09691001300806
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3O)cc2C(=O)N4CCc5ccccc5C4,timbal,7.88822,6,4,12,5,747.145,6.04095860767891
Clc1ccc(cc1)[C@@H]1[C@@H](O[C@@H](CC=C)C(=O)N1CC1CC1)c1cccc(Cl)c1,ippidb,5.9893,2,1,6,4,416.348,6.5228787453
CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(cc3C2)S(=O)(=O)NCCc2ccccc2)c(O)c(O)c1O,ippidb,3.7762,8,5,12,5,679.817,7.41
CCN1CCN(CC1)C2=C(N[C@@H](Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)C(=O)O)C(=O)C2=O,timbal,2.4864,6,4,9,4,546.411,9.30102999566398
O[C@@H](COc1ccc(cc1)C#N)CN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,ippidb,3.94608,3,3,8,4,442.559,4.89
CCOc1cc(Nc2ccnc3ccccc23)ccc1NCCc1c[nH]c2ccccc12,ippidb,6.513,2,3,8,5,422.532,7.4
CN(C)CCCOc1ccc(cc1)c2c(NCCc3ccccc3)n4c(Cl)cccc4c2C#N,timbal,6.11648,1,2,10,4,473.02,5.0
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)Nc1ccccc1Cl,ippidb,4.72106,3,1,4,3,376.865,5.7
Cc1ccc(cc1C)-c1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,7.13656,3,1,4,4,451.353,7.01
Cc1cccc(C)c1NC(=O)Nc2ccc(CC(=O)Nc3ccc(OCC(=O)OC(C)(C)C)c(CCC(=O)O)c3)cc2,timbal,5.86634,7,4,11,3,575.662,4.16494389827988
Cn1c2[nH]c(=NCCO)n(Cc3cccc4ccccc34)c2c(=O)[nH]c1=O,ippidb,0.4509,3,5,4,4,365.393,4.0604807474
OC(=O)[C@H](Cc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1)NC(=O)C4(CCCC4)c5ccccc5,timbal,5.7501,6,3,10,5,549.627,5.61978875828839
COc1ccc(cc1S(=O)(=O)NC1CC1)-c1c(C)noc1C,ippidb,2.40774,4,1,5,3,322.386,5.9
CCOc1cc(ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@](C)(N1C(=O)N1CCN(CC(N)=O)CC1)c1ccc(Cl)cc1)S(=O)(=O)N1CCCC1,ippidb,5.2925,5,4,9,6,741.742,7.77
CN1CCN(CCc2c[nH]c3ccccc23)c2ccc(Nc3ccncc3)cc12,ippidb,4.8054,1,2,5,5,383.499,5.48
CCN(CC)CCCNC(=O)c1cnn(c2nc(cs2)c3ccc(cc3)C(F)(F)F)c1C(F)(F)F,timbal,5.4951,3,2,9,3,519.515,4.39794000867204
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@@]3(C)CCCO3)C(=O)O)cc2,timbal,3.0432,5,2,7,3,383.444,7.34390179798717
COc1ccc(C=C2c3ccccc3C(=O)c4ccccc24)c(OC)c1O,timbal,4.5427,4,1,3,4,358.393,6.65757731917779
Cc1cccc2c(CCN3CCOc4cc(Nc5ccnc6[C@@H](O)CCc56)ccc34)c[nH]c12,ippidb,5.03602,3,3,5,6,440.547,5.54
Clc1cccc2c(C#N)c(c(NC3CCCCC3)n12)c4ccccc4,timbal,5.87598,0,1,3,4,349.865,4.53760200210104
OC1(N(Cc2cccc3ccccc23)C(=O)c4ccccc14)c5ccc(Cl)cc5,timbal,5.3426,2,2,3,5,399.877,4.32790214206428
Cn1ncc2c1nc(-c1cccc(c1)C(F)(F)F)c1c2[nH]n(-c2ccc(OCc3ccccc3)cc2)c1=O,ippidb,5.8653,4,2,5,6,515.495,7.6
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@]3(CCCO3)c4ccc(Cl)cc4)C(=O)O)cc2,timbal,4.8334,5,2,8,4,479.96,8.38827669199266
O=C(Nc1cccc(c1)C(=O)OCCN2CCCC2)\C=C\Oc3ccc(cc3)C45CC6CC(CC(C6)C4)C5,timbal,5.9382,4,2,9,7,514.666,5.86966623150499
CCCCc1c(c(CO)nn1c2ccc(Oc3cccc(Cl)c3)cc2)c4ccc(cc4C(=O)N5CCc6ccccc6C5)C(=O)NS(=O)(=O)CC,timbal,7.0979,7,3,12,6,727.283,6.72124639904717
CCCN(CCC)c1ncc(Cl)c(n1)c2ccc(cc2C(=O)N3Cc4ccccc4C[C@H]3CN)C(=O)NS(=O)(=O)c5ccc6cccc(Cl)c6c5,timbal,6.8745,6,3,11,6,745.733,7.82390874094432
CCCCc1c(c(CO)nn1c2ccccc2)c3ccc(cc3C(=O)N4Cc5ccccc5C[C@H]4CN)C(=O)NS(=O)(=O)c6ccc7ccccc7c6,timbal,6.1719,6,4,11,7,727.887,7.61978875828839
Fc1ccc(NC(=O)Nc2ncccc2OCc3ccccc3)c(F)c1,timbal,4.5828,5,2,5,3,355.344,6.33913452199613
OC(=O)C[C@H](NC(=O)c1cccn2c(CCC3CCNCC3)nnc12)c4cccnc4,timbal,2.0023,6,3,8,4,422.489,8.3767507096021
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3ccc4OCCOc4c3)c(Cl)c2,timbal,3.9663,4,2,4,4,458.967,7.39794000867204
CCOc1ccsc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)N(CCOC)CCOC)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,ippidb,5.8574,5,4,13,5,702.705,7.27
Oc1cccc(O)c1C(=O)NC(=O)NC2CCCCC2,timbal,1.8699,4,4,2,2,278.308,6.86646109162978
C[C@H](N1CCC(CC1)N1CCc2c(C1)nc(nc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2Cl)c(c1)S(=O)(=O)C(F)(F)F)C(F)(F)F)c1ccccc1-c1ccc(Cl)cc1,ippidb,10.6717,6,5,16,7,1045.038,7.0
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N3CCC(CC3)C(=O)O,timbal,4.03562,5,5,9,3,508.619,5.32790214206428
Cc1onc(C)c1S(=O)(=O)N[C@@H](CNC(=O)C2CCC3(CC2)CCN(CC3)c4ccncc4)C(=O)O,timbal,2.01114,7,3,8,4,519.624,9.0
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CCC(=O)N(CC(=O)Nc4ccncc4)[C@@H](CC(C)C)C3=O,timbal,3.0062,5,4,9,4,529.641,5.43179827593301
NC(=N)NC(=N)Nc1ccc(F)c(Cl)c1,timbal,1.30884,1,5,1,1,229.646,4.01188715973165
Cn1ncc2c1nc(-c1ccc3sccc3c1)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,4.6213,4,2,2,6,415.453,6.98
CCOC(=O)CCCN1C(=O)CC(C[C@@H](O)[C@@H]2C[C@@H](C)C[C@H](C)C2=O)CC1=O,timbal,2.0972,6,2,8,2,395.496,4.65169513695184
C[C@@](O)(c1ccc(Cl)cc1)c1ccc(Cl)c(CCOc2ccc(cc2)-c2ccc(cc2)C(O)=O)c1,ippidb,7.2359,4,2,8,4,507.413,6.34
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCCCC1,ippidb,8.0323,1,0,5,4,456.577,6.0
CCOc1ccc(cc1C1=N[C@H]([C@H](N1C(=O)N1CCNC(=O)C1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)S(=O)(=O)N(CCOC)CCOC,ippidb,4.7722,7,3,13,5,732.687,7.24
Oc1ccc2ccccc2c1C=NNC(=O)c1ccn[nH]1,ippidb,2.0324,3,4,3,3,280.287,5.15
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3COc4ccc(cc4)C(=O)O)cc2C,timbal,5.20614,6,4,8,4,519.573,8.63827216398241
CCCC[C@@](O)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,ippidb,5.11718,2,2,10,3,406.57,4.82
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccc(C(O)=O)c(C)n1)c1cc(Cl)cc(Cl)c1,ippidb,4.7079,5,2,4,5,550.402,7.92
CCCCS(=O)(=O)NC(CNC(=O)CN1C(=O)N[C@@H](CCCN=C(N)N)C1=O)C(=O)O,timbal,-2.7507,7,7,14,1,463.517,6.45593195564972
Cn1ncc2c1nc(-c1cccc(c1)C(F)(F)F)c1c2[nH]n(-c2ccc(C(=O)Nc3ccc(CCO)cc3)c(F)c2)c1=O,ippidb,5.2125,6,4,6,6,590.537,7.19
Cn1cc(-c2cccc(c2)C#N)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.63085,3,2,3,4,440.55,7.4000078224
OC(=O)C[C@H](NC(=O)CNC(=O)c1cccc(NC2=NCC(F)CN2)c1)c3cc(Cl)cc(Br)c3O,timbal,2.5793,6,6,8,3,570.803,9.69897000433602
FC(F)(F)c1ccccc1C(=O)NC(=O)NC2c3ccccc3c4ccccc24,timbal,4.9148,2,2,2,4,396.368,6.43889861635094
CN(C)c1ccc(Nc2c(c3ccccc3)c(C#N)c4cccc(Cl)n24)cc1,timbal,5.94098,0,1,4,4,386.886,4.32790214206428
CC(C)c1cc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc(Cl)cc4)C(=O)O)n[nH]1,timbal,5.1175,5,5,7,4,563.869,6.60205999132796
[O-][N+](=O)c1cccc(NC(=O)Nc2ncccc2OCc3ccccc3)c1,timbal,4.2128,3,2,6,3,364.361,7.22184874961636
COc1cc(Cl)c(\C=C\2/S\C(=N\c3cccc(c3)C(=O)O)\N(C)C2=O)cc1OC,timbal,4.2892,5,2,5,3,432.885,7.52287874528034
CCC(N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1)c1ccc(C)cn1,ippidb,7.38632,4,2,7,4,525.476,8.3010299957
Cc1cc(C)c(CNC(=O)c2c(O)c(O)cc3c(O)c(c(C)cc23)-c2c(C)cc3c(C(=O)NCc4c(C)cc(C)cc4C)c(O)c(O)cc3c2O)c(C)c1,ippidb,8.22096,8,8,7,6,728.842,6.15
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)\N=C\3/C(=O)C(=C3N4CCCCC4)O,timbal,3.169,6,3,7,4,517.369,8.07572071393812
CCCS(=O)(=O)c1cccc(NC(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,timbal,4.9322,6,3,10,3,536.437,5.79588001734408
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CC(Cc3ccccc3)C2=O)NC(=O)[C@@H]4CCC(=O)N4Cc5ccccc5,timbal,3.1119,6,3,10,5,553.615,9.0268721464003
CC(C)C[C@@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)NN(CC=C)CC(=O)O,timbal,3.31622,5,5,13,2,509.607,4.95860731484177
Oc1cc(O)c(C(=O)C=Cc2cccc(O)c2O)c(O)c1,ippidb,2.1107,6,5,3,2,288.255,6.59
C[C@H](N)C(=O)N[C@@H](Cc1cccc(c1)C(N)=O)C(=O)N1C[C@H]([C@@H]1C(=O)N[C@@H]1CCc2ccccc12)c1ccccc1,ippidb,1.9583,4,5,9,5,553.663,8.0
c1ccc(cc1)S(=O)(=O)NC(CNC(=O)c2ccc(s2)c3cccc(c3)CNC(=N)N)C(=O)O,timbal,1.55967,5,6,10,3,501.59,8.65757731917779
O=C(NC1CCCC(C1)NC(=O)Nc2cccc3ccccc23)Nc4cccc5ccccc45,timbal,6.2474,2,4,4,5,452.558,5.34198860334289
CC(C)c1cccc(c1)C(=O)NCCCNC(C)(C)C,ippidb,3.318,1,2,6,1,276.424,4.8538719643
OC(=O)CC1CCc2cc(NC(=O)\C=C\C3CCNCC3)ccc2C1=O,timbal,2.4007,4,3,5,3,356.422,7.58502665202918
OC[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CCCN2C1=O)C(=O)O)NC(=O)c3cccc4c3Cc5ccccc45,timbal,0.7887,7,6,4,5,598.703,5.82390874094432
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3sccc3C)C(=O)O)cc1,timbal,3.68172,6,3,7,3,426.498,8.30102999566398
CC(C)C[C@@H](CC(=O)N(CC(=O)O)Cc1ccccc1)NC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2,timbal,5.21592,5,5,13,3,558.679,3.60730304674033
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](OC(=O)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]2C1)C(O)=O,ippidb,6.8691,6,2,2,5,528.73,5.0
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3ccc4[nH]ccc4c3)c(Cl)c2,timbal,4.6764,2,3,4,4,439.968,7.69897000433602
CCN(C1CN(C1)C(=O)CN(C)C)C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1,ippidb,5.8568,2,4,8,5,614.643,7.89
OC(=O)[C@H](Cc1ccc2oc(nc2c1)c3c(Cl)cccc3Cl)NC(=O)c4c(Cl)cncc4Cl,timbal,5.9291,5,2,6,4,525.175,8.36653154442041
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1CCNC(=O)C1,ippidb,5.1943,2,3,4,5,529.493,7.06
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCN(CC1)C(C)=O,ippidb,5.5957,3,1,5,4,487.547,6.92
COC(=O)[C@H](CC(=O)O)NC(=O)C1CCCN(C1)C(=O)[C@H](CCCCN)NC(=O)OC(C)(C)C,timbal,0.3798,8,5,11,1,486.566,7.53760200210104
CCOc1cc(cc(c1)-c1c(C)noc1C)C(O)=O,ippidb,3.05534,4,1,4,2,261.277,4.5497508917
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6cccc(OCc7ccc(cc7)C(=O)O)c6c5,timbal,8.62412,9,4,16,7,890.459,7.76955107862173
CNc1cccc(CCOc2cc(CC(CC(=O)O)c3ccc4OCOc4c3)nn2C)n1,timbal,3.008,7,2,10,4,438.484,7.09528445472132
NCCOCCOCCOCC(=O)Nc1cc(C[C@H](NS(=O)(=O)c2cccc(c2)C(F)(F)F)C(=O)O)ccc1OCCCNc3ccc4CCCNc4n3,timbal,3.2607,10,6,23,4,782.839,7.60205999132796
Clc1ccc2c(NC(=O)[C@@]2(Cc2cccc(Cl)c2)NC2CCC2)c1,ippidb,4.5256,1,2,4,4,361.272,8.6
CCOc1cc(Cl)c(cc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)S(N)(=O)=O,ippidb,4.8341,6,5,8,6,764.132,8.05
OC(=O)C[C@H](Cc1csc(CCCCNc2cc(ccn2)N3CCOCC3)n1)c4ccc5OCOc5c4,timbal,4.3392,7,2,12,5,524.643,8.80687540164554
COc1cccc(OC)c1CNc2ccc(NC(=O)Nc3ccccc3)cc2,timbal,4.9599,3,3,7,3,377.444,4.40782324260413
CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2ccccc2n1,ippidb,5.1893,3,3,6,4,417.9,6.11
CN1c2ncnn2[C@H](C2=C1c1ccccc1O[C@@H]2c1ccc(Br)cc1)c1ccc(cc1)C#N,ippidb,5.49648,3,0,2,6,496.368,5.23
CC(C)(C)c1ccc2NC(=O)[C@@H](N([C@H](C(O)=O)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,6.2524,4,3,4,4,511.405,5.64
Oc1ccc(cc1)-c1coc2cc(cc(O)c2c1=O)N1CCOCC1,ippidb,2.7078,4,2,2,4,339.347,5.77
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1cnc(cn1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,3.79448,6,2,4,5,537.363,7.72
C\C=C\[C@@H](CC(=O)O)NC(=O)C[C@@H](CC(C)C)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,timbal,4.63812,5,5,13,2,522.646,3.98716277529483
OC(=O)CCNC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2,timbal,0.5957,4,4,7,2,339.436,8.31875876262441
Cc1ccc(C(N)=O)c(N)c1,ippidb,0.67612,1,2,1,1,150.181,3.3010299957
CC(C)(C)CN1C[C@@H](N)[C@H](c2cccc(Cl)c2)[C@]11C(=O)Nc2cc(Cl)ccc12,ippidb,4.6136,1,3,2,4,418.368,7.468521083
FC(F)(F)S(=O)(=O)c1cc(ccc1N[C@H](CCN1CCOCC1)CSc1ccccc1)S(=O)(=O)Nc1ncnc2cc(ccc12)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,ippidb,8.6618,7,4,16,8,966.574,7.8
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCN(CC1)C(C)=O,ippidb,6.7105,2,1,5,4,499.602,7.03
CCCCN(CCCC)c1nccc(n1)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6ccc(I)cc6c5,timbal,7.6252,6,2,12,6,801.751,6.01322826573376
O=C(COc1ccc(cc1)C23CC4CC(CC(C4)C2)C3)Nc5cncc(c5)C(=O)NCCc6ccncc6,timbal,4.9344,5,2,9,7,510.638,5.88605664769316
OC(=O)C(CNC(=O)CN1C(=O)N[C@@H](CC(=O)NCc2nc3ccccc3[nH]2)C1=O)NC(=O)OCc4ccccc4,timbal,-0.0146,9,8,12,4,565.543,5.30102999566398
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1F)C(=O)N1CCN([C@H](C)C1)C(C)=O,ippidb,7.2238,4,4,6,6,714.735,8.0
Nc1cccc(c1)-c1cc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cccc(Cl)c1F,ippidb,6.5376,3,2,4,4,441.289,7.01
CCOc1c(Sc2ccc(\C=C\C(=O)N3CCN(CC3)C(=O)C)cc2Cl)cc(Cl)c4cccnc14,timbal,5.7954,4,2,6,4,530.477,6.23657200643706
C[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CC(CN2C1=O)Oc3ccccc3)C(=O)O)NC(=O)[C@@H](N)Cc4ccc(O)cc4,timbal,0.2644,8,7,7,4,645.76,7.39794000867204
O[C@@H]1CCc2c1nccc2Nc1ccc2N(CCc3c[nH]c4ccccc34)CC3(CCCC3)Oc2c1,ippidb,6.0404,3,3,5,7,480.612,5.52
CN(Cc1nc2ccccc2[nH]1)C(=O)c3ccc4CC(CC(=O)O)c5ccccc5Cc4c3,timbal,4.5403,4,4,5,5,439.515,5.74472749489669
COc1cccc(OC)c1c2ccc(CC(Nc3ccccc3)C(=O)O)cc2,timbal,4.4786,4,2,8,3,377.44,5.05207638016827
COc1ccccc1c2c(NCCc3ccccc3)n4c(Cl)cccc4c2C#N,timbal,5.79458,1,1,6,4,401.897,5.52287874528034
COc1ccc(C[C@H](NC(=O)[C@@H]2CSCN2C(=O)C)C(=O)O)cc1,timbal,0.7285,5,3,6,2,352.412,4.11594135290606
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3c(C)cc(C)cc3C)C(=O)O)cc1,timbal,4.23706,6,3,7,3,448.523,7.0
C[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2,timbal,0.9842,4,4,7,2,353.463,7.86966623150499
CCCCN(CC)C(=O)Nc1sccc1C(O)=O,ippidb,3.1002,3,3,6,1,270.354,4.57
CC(C)(COC(=O)N1CCC2(CC1)CN(C(=O)C2)c3ccc(cc3)C(=N)N)C(=O)O,timbal,2.03697,5,4,5,3,416.478,4.82390874094432
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)C)C(=O)O,timbal,-4.038,9,9,17,0,544.566,7.92081875395238
CC(C)OC(=O)N1C[C@H](C)N(C(C)=O)c2ccc(cc12)-c1ccc(cc1)S(C)(=O)=O,ippidb,3.8635,5,0,3,3,430.526,6.585026652
COC1=C(C(=O)N(N=C1)C2CCCCC2)c3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3,timbal,5.1566,6,2,8,4,544.435,6.48148606012211
Clc1cc(Cl)cc(c1)C1=C(C2CC2)[C@]2(Cc3ccc(Br)cc3)CCCN2C1=O,ippidb,6.537,1,1,4,5,477.229,6.7
CC(C)C(C1C(=S)S\C(=C/c2ccc(Br)cc2)\C1=O)C(=O)O,timbal,4.4063,3,1,4,2,399.331,5.20760831050175
COc1cc(Nc2ccnc(CO)c2)ccc1NCCc1c[nH]c2ccccc12,ippidb,4.462,3,4,8,4,388.471,6.6
CC(C)(C)NC(=O)[C@@H]1[C@@H](OC2([C@@H]1C(O)=O)C(=O)c1ccccc1C2=O)c1ccc(Cl)c(Cl)c1,ippidb,4.1144,6,2,3,4,490.339,5.68
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@]3(CCCO3)c4ncc(C)s4)C(=O)O)cc2,timbal,3.95352,7,2,9,4,496.585,9.50863830616573
CC[C@H](N)C(=O)N[C@H]1[C@@H](Cn2cc(nn2)[C@@H](O)CC)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.619,6,5,11,5,601.752,6.61
CC(C)CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NC(C)(C)C(=O)NCC(=O)N2CCC[C@H]2C(=O)NC3(CCCC3)C(=O)NCc4ccccc4,timbal,1.2305,7,8,15,4,678.835,3.30102999566398
OC(=O)CC(Cc1ccc(OCCCNc2ccccn2)cc1)c3cccnc3,timbal,4.1586,5,2,11,3,391.471,9.30102999566398
COc1cc(CCCOC(=O)C2CCCCN2S(=O)(=O)c3cccc(c3)[N+](=O)[O-])cc(OC)c1OC,timbal,3.3398,7,0,11,3,522.576,7.15490195998574
NC(=N)c1ccc(cc1)C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2,timbal,2.44277,4,4,5,3,365.389,8.69897000433602
COc1cc(OC)cc(c1)C(CC(=O)O)Cc2csc(CCCc3ccc4CCCNc4n3)n2,timbal,4.8897,6,2,11,4,481.618,5.75870261289001
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)c3cccn3C)C(=O)O)cc2,timbal,1.2201,6,2,7,3,410.43,7.09691001300806
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CCCC3CN4CCN(CC(=O)O)CC4)cc2,timbal,2.87472,4,6,8,4,493.608,7.85387196432176
CN1[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CSSC[C@H](NC(=O)C)C1=O)C(=O)N,timbal,-4.1875,8,9,8,1,605.7,8.55284196865778
COc1cc2c(cc1OCCCN1Cc3ccccc3C1)N=C(N)C21CCCC1,ippidb,4.294,2,2,6,5,391.515,6.1804560645
OC(=O)CCCCN1c2ccc(I)cc2C(=O)N(Cc2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)C1=O,ippidb,6.5832,4,2,8,4,637.301,5.09
OC(=O)C[C@H](NC(=O)CN1CCC(CCc2ccc3CCCNc3n2)C1=O)c4cnc5ccccc5c4,timbal,3.1012,6,4,9,5,501.587,6.11013827874181
COc1cccc(OC)c1c2ccc(CC(Nc3cccc(c3)S(=O)(=O)N4CCCC4)C(=O)O)cc2,timbal,4.2631,6,2,10,4,510.612,7.92081875395238
C[n+]1cc2c(ccc(c2OC)OC)c3c1c4cc(c(cc4cc3)O)O,timbal,3.3991,4,2,2,4,336.367,4.26760624017703
CCc1c(c2ccc(Cl)cc2)c(c3cccc(c3)N4CCN(CC4)c5ccc(NS(=O)(=O)c6ccc(N[C@H](CCN(C)C)CSc7ccccc7)c(c6)[N+](=O)[O-])cc5)c(C(=O)O)n1C,timbal,9.8332,4,4,18,7,922.574,8.1249387366083
Cc1cccc(NC(=O)CN2CCN(C\C=C\c3ccccc3)CC2)c1,timbal,3.26452,1,3,6,3,349.478,4.69897000433602
Cn1nc(CC(CC(=O)O)c2ccc3OCOc3c2)cc1OCCCNC4=NCCCC4,timbal,2.8907,6,2,10,4,442.516,7.67778070526608
C[C@H](N)C(=O)N[C@@H](Cc1ccc(cc1)C(N)=O)C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]1CCc2ccccc12)c1ccccc1,ippidb,2.3484,4,5,9,5,567.69,8.0
Cc1cccc(c1NC(=O)Nc2ccc(cc2)CC(=O)NCCCCCCCCCCCCN)C,timbal,6.46584,2,4,16,2,480.697,3.81987412483595
CN1CCN(CC[C@H](CSc2ccccc2F)Nc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc2ncnc3CN(CCc23)C2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CC1,ippidb,8.2634,7,6,16,8,1001.639,7.57
NC(=N)c1ccc(cc1)N2CC3(CCN(CC3)C(=O)CCCC(=O)O)CC2=O,timbal,1.57107,4,4,6,3,386.452,6.18045606445813
O[C@H]1CCCN(C1)[C@@]1(Cc2cccc(Cl)c2)C(=O)Nc2cc(Cl)ccc12,ippidb,3.8402,2,3,3,4,391.298,8.43
COCCCN(CC(=O)N[C@@H](CC(=O)O)c1ccc(OC)c(OC)c1)C(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2,timbal,4.39602,8,5,16,3,620.703,7.56383735295924
CCCN1C(=O)c2ccccc2[C@]1(OCc1cc(OC)c(O)c(OC)c1)c1ccc(Cl)cc1,ippidb,5.3465,5,2,8,4,467.949,5.28
COc1ccc(cc1S(=O)(=O)N(C)C1CCCC1)-c1c(C)noc1C,ippidb,3.53014,4,0,5,3,364.467,6.2
COc1cccc(NC(=O)NC2CCCC(C2)NC(=O)Nc3cccc(OC)c3)c1,timbal,3.9582,4,4,6,3,412.49,5.02227639471115
