SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10)
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)Nc1ccc(Cl)cc1,ippidb,4.72106,3,1,4,3,376.865,5.4
COc1ccc(cc1S(=O)(=O)N[C@@H]1CCCNC1)-c1c(C)noc1C,ippidb,1.99734,4,2,5,3,365.455,5
Cc1noc(C)c1-c1ccc(OCCN2CCNCC2)c(c1)S(=O)(=O)NC1CCCC1,ippidb,2.46334,4,3,8,4,448.589,5.7
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)Nc1cccc(Cl)c1,ippidb,4.72106,3,1,4,3,376.865,5.7
COCCNS(=O)(=O)c1cc(ccc1C)-c1c(C)noc1C,ippidb,2.19156,4,1,6,2,324.402,5.1
COc1ccc(cc1S(=O)(=O)NCc1ccccc1)-c1c(C)noc1C,ippidb,3.44554,4,1,6,3,372.446,4.9
CN1Cc2cc(ccc2NC1=O)-c1c(C)noc1C,ippidb,2.93574,2,2,1,3,257.293,5.468521083
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)N[C@@H]1CCCNC1,ippidb,2.29716,3,2,4,3,349.456,5.1
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)NC(C)(C)C,ippidb,3.34366,3,1,3,2,322.43,5.8
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)Nc1ccccc1,ippidb,4.06766,3,1,4,3,342.42,6
Cc1noc(C)c1-c1ccc(OCCCN2CCOCC2)c(c1)S(=O)(=O)NC1CCCC1,ippidb,3.28044,5,2,9,4,463.6,6
CC(=O)c1cc(-c2ccccn2)c2ccccn12,ippidb,3.2039,2,0,2,3,236.274,5.7
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)Nc1ccccc1Cl,ippidb,4.72106,3,1,4,3,376.865,5.7
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12,ippidb,3.65602,4,1,5,4,423.904,7.49
Cc1noc(C)c1-c1ccc(C)c(c1)S(N)(=O)=O,ippidb,1.91426,3,1,2,2,266.322,5.1
CCNS(=O)(=O)c1cc(ccc1C)-c1c(C)noc1C,ippidb,2.56506,3,1,4,2,294.376,5.8
Cc1noc(C)c1-c1ccc(C)c(c1)S(=O)(=O)NCCCO,ippidb,1.92756,4,2,6,2,324.402,5.4
CCCCN(CCCC)c1ncc(Cl)c(n1)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6ccccc6c5,timbal,7.674,6,2,12,6,710.3,6.79588001734408
CCCN(CCC)c1ncc(Cl)c(n1)c2ccc(cc2C(=O)N3Cc4ccccc4C[C@H]3CN)C(=O)NS(=O)(=O)c5ccc6cccc(Cl)c6c5,timbal,6.8745,6,3,11,6,745.733,7.82390874094432
Oc1c(O)c(cc(C(=O)c2ccc(Oc3ccccc3)cc2)c1O)C(=O)c1nc2ccccc2s1,ippidb,5.6674,7,3,6,5,483.501,6.77
COc1ccc(cc1)[C@@H]1C2=C(N=c3s\c(=C/c4ccc(OCc5cccc(C(=O)O)c5)c(OC)c4)c(=O)n13)c1ccccc1CC2,ippidb,5.6131,6,1,8,7,630.722,4.76
Cc1cc(nn1-c1ccccc1C(=O)N1CCc2ccccc2C1)C(=O)N(C1CCCCC1)c1ccccc1,ippidb,6.35872,3,1,5,6,518.661,5.85
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)-c1ccc(NS(=O)(=O)Cc2ccccc2)cc1C(=O)N1CCc2ccccc2C1,ippidb,7.01692,5,3,13,5,676.283,6.6
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)-c1ccc(N)cc1C(=O)N1CCc2ccccc2C1,ippidb,5.65722,3,3,9,4,522.093,7.05
CCCCN(CCCC)C(=O)c1cc(C)n(n1)-c1ccccc1C(=O)N1CCc2ccccc2C1,ippidb,5.42162,3,2,9,4,472.633,6.64
CCOC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(cc1C)C(=O)N(c1ccccc1)c1ccccc1,ippidb,6.28942,5,1,7,6,584.676,5.25
CN(C(=O)c1cc(C)n(n1)-c1ccccc1C(=O)N1CCc2ccccc2C1)c1ccccc1F,ippidb,4.79492,4,1,4,5,468.532,5.52
Oc1c(O)c(cc(C(=O)c2cccc3ccccc23)c1O)C(=O)c1ccc(Oc2ccccc2)cc1,ippidb,6.2109,6,3,6,5,476.484,6.54
C[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(cc1C)C(=O)N(c1ccccc1)c1ccccc1,ippidb,6.74622,3,1,5,6,526.64,6.96
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6cccc(OCCN7CCOCC7)c6c5,timbal,7.05792,8,4,16,7,869.485,6.95860731484177
COc1cccc(c1)C(=O)C2=C(O)C(=O)N(CC(C)O)C2c3ccc(cc3)C(C)C,timbal,3.7777,5,3,7,3,409.482,5.15490195998574
Cc1ccc(NC(=O)CN2CCN(C\C=C\c3ccccc3)CC2)c(C)c1,timbal,3.57294,1,3,6,3,363.505,4.82390874094432
COCCCN1C(C(=C(O)C1=O)C(=O)c2ccc(C)cc2)c3ccc(cc3)C(C)C,timbal,4.73322,4,2,8,3,407.51,5.52287874528034
Cn1ncc2ccc(cc12)C(=O)Nc1ccc2[nH]c(CN3CCCCC3)nc2c1,ippidb,3.6878,3,4,4,5,388.475,5.6777807053
COC(=O)c1ccc(cc1)C(=O)Nc1ccc2[nH]c(CN3CCCCC3)nc2c1,ippidb,3.5877,4,4,5,4,392.459,5.6777807053
Clc1ccc(cc1Cl)C(=O)Nc1ccc2[nH]c(CN3CCCCC3)nc2c1,ippidb,5.1079,2,4,4,4,403.313,5.3467874862
Cc1ccc(cc1)-c1cn(C)c2c1nc[nH]c2=O,ippidb,2.23702,2,2,1,3,239.278,4.5086383062
Cn1cc(-c2ccccc2)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.75917,3,2,3,4,415.54,7.4000078224
COc1ccc(cc1OC)-c1cn(C)c(=O)c2cc(sc12)C(=O)NC1CCS(=O)(=O)CC1,ippidb,2.5912,6,1,5,4,476.576,7.8999742699
CNC(=O)c1cc2c(s1)c(cn(C)c2=O)-c1ccc(OC)c(OC)c1,ippidb,2.6438,4,1,4,3,358.419,6.9000087665
CC[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@](C)(CCCCNC(=O)[C@H](NC1=O)c1ccccc1)NC(=O)C(C)C,ippidb,0.31777,5,8,8,2,586.738,9.0457574906
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc12,ippidb,1.9746,4,5,7,5,525.694,8.4559319556
Oc1ccc(cc1)-c1nc2sc3CCCCc3c2c(=O)[nH]1,ippidb,3.236,3,3,1,4,298.367,5.1354889189
FC(F)(F)c1ccc(cc1)-c1nc2sc3CCCc3c2c(=O)[nH]1,ippidb,4.1591,2,2,1,4,336.338,5.8153085692
CCOc1cc(cc(c1)-c1c(C)noc1C)C(O)=O,ippidb,3.05534,4,1,4,2,261.277,4.5497508917
N[C@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,ippidb,5.08358,1,2,8,4,417.597,7.25
O[C@](C1CCN(CCCOc2ccc(cc2)C#N)CC1)(c1cccc(F)c1)c1ccccn1,ippidb,4.50938,4,2,8,4,445.538,7.05
O[C@@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1cccc(F)c1,ippidb,5.25628,3,2,8,4,436.571,6.71
CC1CCN(CC1)c1cc(Nc2ccc(cc2)C(O)=O)c2C(=O)c3ccccc3-c3onc1c23,ippidb,5.7173,4,2,4,6,453.498,4.52
Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)cc2o1,ippidb,2.5768,4,3,1,3,270.24,5.82
Oc1ccc(cc1O)-c1cc(=O)c2c(O)cc(cc2o1)N1CCOCC1,ippidb,2.4134,5,3,2,4,355.346,5.8
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](OCc6cccc(c6)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]2C1)C(O)=O,ippidb,9.1563,5,2,5,6,590.845,5.94
C[C@@H]1CN(CCc2c[nH]c3ccccc23)c2ccc(Nc3ccnc4[C@H](O)CCc34)cc2O1,ippidb,5.1161,3,3,5,6,440.547,5.52
CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(C=C)cc2n1,ippidb,5.3423,4,2,7,4,441.51,6.62
CC(C)N(C)c1cc(ncn1)-c1ccc(Sc2ccccc2C(C)C)c(c1)C(F)(F)F,ippidb,7.2816,2,0,6,3,445.554,6.13
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1)C(=O)N(C)C,ippidb,7.0937,2,3,6,5,599.628,7.85
CC(C)CC[C@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(I)cc2C1=O)C(O)=O,ippidb,4.9696,4,3,6,3,540.785,4.92
Cc1cccc2c(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)ccnc12,ippidb,6.42272,1,3,6,5,392.506,7.7
CCOc1cc(Nc2ccncc2)ccc1NCCc1c[nH]c2ccccc12,ippidb,5.3598,2,3,8,4,372.472,7.2
CC(C)(C)C[C@@H]1N[C@H]([C@H](c2ccc(F)c(Cl)c2)[C@@]1(C#N)c1ccc(Cl)cc1F)C(=O)NCC[C@H](O)CO,ippidb,4.45288,5,4,8,3,554.465,6.72
OC(=O)c1nc(-c2ccccc2F)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,6.3504,4,1,4,4,427.262,5.55
Cc1cc2c(C(=O)NCCc3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NCCc3ccccc3)c(O)c(O)cc2c1O,ippidb,6.45544,8,8,9,6,672.734,6.82
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccccn1)c1cc(Cl)cc(Cl)c1,ippidb,4.70128,3,1,3,5,492.366,7.96
Clc1ccc(cc1)[C@@H]1[C@H](c2ccc(Cl)cc2)n2c(ccc(C(=O)N3CCOCC3)c2=O)N1S(=O)(=O)c1cccc(c1)C#N,ippidb,5.03878,5,1,5,6,635.529,5.8
C[C@H](N)C(=O)N[C@@H](Cc1ccc(cc1)C(N)=O)C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]1CCc2ccccc12)c1ccccc1,ippidb,2.3484,4,5,9,5,567.69,8
CC(C)c1ccccc1Sc1ccc([C@@H]2C[C@H]2C(=O)N2CCC(CC2)C(O)=O)c(Cl)c1Cl,ippidb,6.6947,3,2,6,4,492.468,8.05
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CC[C@H](C1)N(C)C(C)=O,ippidb,7.099,2,1,6,4,513.629,6.95
OC[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,4.313,3,5,8,5,455.562,5.52
CC1(C)CN(C1)C(=O)Cc1ccc(Cl)c(F)c1-n1c(nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,7.2151,6,2,6,6,615.512,8.22
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1nccc(n1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,3.79448,6,2,4,5,537.363,7.59
CNC(=O)c1nc(-c2ccccc2)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,5.8727,2,1,4,4,422.315,5.63
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccc(nc1)C#N)c1cc(Cl)cc(Cl)c1,ippidb,4.57296,3,1,3,5,517.376,7.92
Cc1cc(Nc2ccnc3[C@H](O)CCc23)ccc1NCCc1c[nH]c2c(C)cccc12,ippidb,5.55754,2,4,6,5,412.537,8.52
CC[C@@H]1CC[C@H](N1C(=O)C1=C(C(C)C)N2[C@@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1F)C(=O)N1CCN([C@H](C)C1)C(C)=O,ippidb,7.2238,4,4,6,6,714.735,8
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1CCC[C@H]1CO,ippidb,6.3981,3,1,6,4,473.564,6.17
CN(C)CCN(Cc1ccccc1)C(=O)[C@@H](Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,5.9201,2,5,12,5,532.692,7.2
CN(C)CCNC(=O)c1cc(Cl)cc(c1)-n1c(nc(-c2nnn[nH]2)c1-c1cccc(Cl)c1F)C1CCCCC1,ippidb,5.5044,6,5,8,5,571.488,7.32
C[C@@H](N)[C@H]1CCC[C@H](N1)C(=O)N1C[C@H](C[C@H]1C(=O)N1CC[C@@H](C1)c1ccccc1)c1ccccc1,ippidb,3.2451,2,4,5,5,474.649,5.3
Cc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cccc(Cl)c1F,ippidb,7.53042,5,0,4,5,489.353,8.1
COc1ccccc1Sc1ccc(cc1C(F)(F)F)-c1ccnc(c1)N1CCN(CC1)C(C)=O,ippidb,5.5957,3,1,5,4,487.547,6.92
Cn1ncc2c1nc(-c1cccc(c1)C(N)=O)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,2.5055,5,3,3,5,402.389,5.82
CC(=O)N1CCN(CC1)c1cc(ccn1)-c1ccc(Sc2ccc3OCCOc3c2)c(c1)C(F)(F)F,ippidb,5.3583,4,1,4,5,515.557,6.88
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1[C@H](C)CC[C@H]1C(=O)N1CCN(C)C(C)(C)C1,ippidb,7.168,2,4,5,6,668.735,7.72
CC[C@@H](O)CCNC(=O)[C@@H]1N[C@H](C2CCCC2)[C@@]2([C@H]1c1ccc(F)c(Cl)c1)C(=O)Nc1cc(Cl)c(F)cc21,ippidb,5.0531,5,4,7,5,566.476,6.47
COc1cccc2O[C@@H](C3=C(N(C)c4ncnn4[C@H]3c3ccc(Br)cc3)c12)c1ccc(Br)cc1,ippidb,6.3959,4,0,3,6,580.28,6.52
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1N(=O)=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1,ippidb,7.1496,3,4,16,6,779.001,5.3
Cc1cccc(n1)-c1nc(C(O)=O)c(-c2cccc(Cl)c2)n1-c1cccc(Cl)c1F,ippidb,6.05382,5,1,4,4,442.277,7.07
O=C(O)[C@H]1CC[C@@H](CC1)COc1ccccc1Sc1ccc(\C=C\C(=O)N2CCOCC2)c(C(F)(F)F)c1C(F)(F)F,ippidb,7.0172,5,2,8,4,617.608,9.22
CCOc1cc(ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CCS(C)(=O)=O)CC1)c1ccc(F)cc1)c1ccc(F)cc1)C(C)(C)C,ippidb,5.988,6,3,8,5,652.808,7.22
Fc1ccc(cc1C#N)S(=O)(=O)N1[C@H]([C@@H](c2ccc(Cl)cc2)n2c1cccc2=O)c1ccc(Cl)cc1,ippidb,5.70548,4,0,4,5,540.403,6.66
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccnc3CCCc23)cc1,ippidb,5.4498,1,3,6,5,368.484,8
Clc1cc(Cl)cc(c1)C1=C(C#N)[C@]2(Cc3ccc(cc3)C#N)CCCN2C1=O,ippidb,4.75976,1,1,3,4,408.288,7.4
COc1cc(Nc2ccncc2)ccc1NCCc1c[nH]c2cc(C)ccc12,ippidb,5.27812,2,3,7,4,372.472,6.3
Cn1ncc2c1nc(-c1cccc(Br)c1)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,4.1691,4,2,2,5,438.26,7.66
CCOc1cc(Cl)c(cc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)S(N)(=O)=O,ippidb,4.8341,6,5,8,6,764.132,8.05
CN1CCN(CC1)C(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@@]2([C@H]1c1ccc(F)c(Cl)c1)C(=O)Nc1cc(Cl)c(F)cc21,ippidb,4.7959,4,4,3,5,565.492,5.54
CC[C@H](N)C(=O)N[C@H]1[C@@H](Cn2cc(nn2)[C@@H](O)CC)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.619,6,5,11,5,601.752,6.61
Cn1ncc2c1nc(-c1cccc(c1)N(=O)=O)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,3.3148,4,2,3,5,404.361,8.4
FC(F)(F)c1ccc(O[C@]2(CCCN(C2)C(=O)c2cnccc2C(F)(F)F)C(=O)N2CCN(CC2)c2ccccn2)cc1,ippidb,4.9168,5,2,5,5,607.555,5.64
CC(C)c1cn(nn1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1ccc(Cl)cc1)C(O)=O,ippidb,4.0011,7,4,7,4,607.882,6.51
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1nc2cc(ccc2o1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,5.14568,5,2,4,6,576.396,8.4
COc1ccc(CN([C@@H](C(=O)NCc2ccccc2)c2ccc3cc(OCC(=O)OC(C)(C)C)ccc3c2)C(=O)Cc2ccc(OC)cc2)cc1,ippidb,7.2065,7,2,14,5,688.821,4.57
CCOc1cc(Nc2ccnc3[C@H](O)CCCc23)ccc1NCCc1c[nH]c2cc(OC)ccc12,ippidb,5.7381,4,4,9,5,472.589,7
Brc1ccc(cc1)[C@H]1Oc2ccccc2C2=C1[C@@H](c1ccc(Br)cc1)n1ncnc1N2,ippidb,6.363,3,1,2,6,536.227,5.41
CN1CCN(CC[C@H](CSc2ccccc2F)Nc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc2ncnc3CN(CCc23)C2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)CC1,ippidb,8.2634,7,6,16,8,1001.639,7.57
NC(=N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N,timbal,-4.03983,9,11,9,2,651.703,8.60205999132796
OC(=O)C[C@@H](NC(=O)CNC(=O)c1cccc(NC2=NCCCN2)c1)c3cc(Br)cc(Br)c3O,timbal,2.7404,5,6,8,3,597.264,8.39794000867204
OC(=O)[C@H](CNC(=O)C1=NOC(CCCCNc2ncc[nH]2)C1)NS(=O)(=O)c3c(Cl)cccc3Cl,timbal,1.9915,7,6,13,3,547.421,7.74472749489669
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCNc3ncc[nH]3)C2)C(=O)O,timbal,0.82976,7,6,11,3,492.558,6.97469413473523
COc1ccccc1C2N3C(=NC4=C2CCc5ccccc45)S\C(=C/c6oc(cc6)c7cccc(c7)C(=O)O)\C3=O,timbal,5.2855,4,1,5,7,560.631,5.27572413039921
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1nc(nc2CN(CCc12)C1CCN(CC2=C(CCC(C)(C)C2)c2ccc(Cl)cc2)CC1)C(F)(F)F,ippidb,10.254,6,5,16,7,1028.652,7.29
C[C@H](N1CCC(CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2Cl)c(c1)S(=O)(=O)C(F)(F)F)c1ccccc1-c1ccc(Cl)cc1,ippidb,9.6529,6,5,16,7,977.041,7.14
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1nc(nc2CN(CCc12)[C@H]1CCN(Cc2ccccc2-c2ccc(Cl)cc2)C[C@@H]1F)C(F)(F)F,ippidb,9.4053,7,5,16,7,1014.556,7.33
Cn1ncc2c1nc(-c1cccc(c1)C(F)(F)F)c1c2[nH]n(-c2cccc(F)c2)c1=O,ippidb,4.4254,4,2,2,5,427.361,7.7
CN1c2ncnn2[C@H](C2=C1c1ccc(F)cc1O[C@@H]2c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,6.5264,4,0,2,6,568.244,6
CN(C)CCC[C@](O)(c1ccccc1)c1cccc(OCc2cccc(c2)-c2ccc(cc2)C(O)=O)c1,ippidb,6.2085,4,3,11,4,495.619,4.7
CC(C)C1=C(SC2=N[C@H]([C@H](N12)c3ccc(Cl)cc3)c4ccc(Cl)cc4)C(=O)N5CCNC(=O)CC5,timbal,5.4103,2,3,4,5,529.493,5.95860731484177
Cc1ccccc1C(=O)N2CCc3c(C2)cc(Cl)c(C(=O)N[C@@H](CNC(=O)c4cccs4)C(=O)O)c3Cl,timbal,4.17482,5,4,7,4,560.459,6.33724216831843
Cc1cccc2[nH]c(Nc3ccc(cc3)C(=O)N[C@H](CCCCNC(=O)\C=C\c4cccnc4)C(=O)N[C@H](CCCC(=O)O)C(=O)NC5(CCCCC5)C(=O)N)nc12,timbal,4.15232,9,9,20,5,793.926,7.56066730616974
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@@]3(CC(C)C)CCCO3)C(=O)O)cc2,timbal,4.078,6,2,10,3,455.551,7.65169513695184
CCOC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc5ccoc5c4,timbal,5.0911,5,3,8,5,614.507,6.02227639471115
Cc1onc(C)c1S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCCNc3ncc[nH]3)C2)C(=O)O,timbal,0.28954,8,6,13,3,497.534,7.13667713987954
CCCC(C)\N=C/1\C(\C(=C1O)O)=N\[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O,timbal,3.6134,6,4,9,3,519.385,7.30102999566398
COc1ccnc(NC[C@@H]2C[C@H](CN2C(=O)OCc3ccccc3)OCC(=O)NC[C@H](NC(=O)c4c(C)cc(C)cc4C)C(=O)O)c1,timbal,3.22306,9,5,14,4,647.729,9.26760624017703
CC(C)(C)\N=C/1\C(\C(=C1O)O)=N\[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O,timbal,3.2233,6,4,6,3,505.358,8.45593195564972
COc1ccnc(NC[C@@H]2C[C@H](CN2C(=O)CC(C)(C)C)OCC(=O)NC[C@H](NS(=O)(=O)c3c(C)cc(C)cc3C)C(=O)O)c1,timbal,2.39756,9,5,14,3,647.795,4.95860731484177
NC(=N)NCCCCOc1ccc(C[C@H](NS(=O)(=O)c2cccc(c2)C(F)(F)F)C(=O)O)cc1N,timbal,1.90387,5,6,12,2,517.53,8.76955107862173
CC(C)(O)C1Cc2cc3cc(oc3cc2O1)c4ccncc4,timbal,3.5692,3,1,2,4,295.338,5.95860731484177
CCCCN(CCCC)C(=O)c1cc(C)n(n1)c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N4CCc5ccccc5C4,timbal,6.43912,5,3,13,5,621.782,5.51570016065321
CCCCCS(=O)(=O)NC(=O)c1ccc(c(c1)C(=O)N2CCc3ccccc3C2)c4c(CO)nn(c4CCCC)c5ccc(Oc6cccc(Cl)c6)cc5,timbal,8.2682,7,3,15,6,769.364,6.92081875395238
CCOC(=O)COc1cccc(\C=C\2/SC3=NC4=C(CCc5ccccc45)C(N3C2=O)c6ccccc6OC)c1,timbal,4.2692,5,0,7,6,552.652,4
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6N(Cc7ccc(Cl)c(Cl)c7)CCc6c5,timbal,9.06322,6,3,14,7,890.334,7.35654732351381
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1nc(Cl)ccc21)C(N)=O,ippidb,5.024,6,4,6,5,614.505,7.9586073148
COc1cc(ccc1NC(=O)C1NC(CC(C)(C)C)C2(C1c1cccc(Cl)c1F)C(=O)Nc1ccncc21)C(O)=O,ippidb,4.9699,7,4,6,5,581.044,7.2839966564
CC(C)(C)c1ccc2NC(=O)[C@@H](N([C@H](C(O)=O)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,6.2524,4,3,4,4,511.405,5.64
C[C@H]1C[C@H](CCN1Cc1ccccc1-c1ccc(Cl)cc1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)N(=O)=O,ippidb,8.4417,4,5,16,7,855.531,7.21
CN1c2ncnn2[C@H](C2=C1c1ccc(Cl)cc1O[C@@H]2c1ccc(Br)cc1)c1ccc(Br)cc1,ippidb,7.0407,3,0,2,6,584.699,4.82
O[C@@H]1CCCc2c(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)ccnc12,ippidb,5.3308,2,4,6,5,398.51,7.1
CCOC(=O)[C@H]1CC[C@@H](CC1)Nc1cccc(c1)Sc1ccc(\C=C\C(=O)N2CCOCC2)c(C(F)(F)F)c1C(F)(F)F,ippidb,7.2812,4,2,8,4,630.651,7.35
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1N(=O)=O)S(=O)(=O)Nc1nc(nc2CN(CCc12)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1)C(F)(F)F,ippidb,9.072,4,5,16,7,909.501,7.7
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)NCc2ccccc2)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,3.644,4,6,12,5,638.813,7
CC[C@H](N)C(=O)N[C@H]1[C@@H](CC#N)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.79758,3,4,8,4,501.631,6.49
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(Cl)ccc1Cl,ippidb,3.9004,3,3,5,3,377.227,5.18
CN(C)CCC[C@](O)(c1ccccc1)c1ccc(OCCOc2ccc(cc2)-c2ccc(cc2)C(O)=O)cc1,ippidb,6.0873,5,3,13,4,525.645,6
CC(C)c1ccc2NC(=O)[C@@H](N([C@H](C(O)=O)c3ccc(Cl)cc3)C(=O)c2c1)c1ccc(Cl)cc1,ippidb,6.0783,4,3,5,4,497.378,5.99
Cn1ncc2c1nc(-c1cccc(c1)C(F)(F)F)c1c2[nH]n(-c2ccc(cc2)S(N)(=O)=O)c1=O,ippidb,2.9337,5,3,3,5,488.451,6.82
CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2ccc(C)cc2n1,ippidb,4.89272,4,3,6,4,432.915,6.38
